wikidata_qid,wikidata_name,inat_taxon_id,inat_name,inat_rank,strategies,similarity,label,found_by_generation,notes
Q50746010,Absidia,552980,Absidia,genus,exact|trigram,1.0,0,True,
Q50746010,Absidia,552989,Absidia,subgenus,exact|trigram,1.0,1,True,
Q50746010,Absidia,1013355,Pakabsidia,genus,trigram,0.7,0,True,
Q50746010,Absidia,1188340,Pseudoabsidia,subgenus,trigram,0.5384615384615384,0,True,
Q50746010,Absidia,552983,Absidia glauca,species,trigram,0.5,0,True,
Q50746010,Absidia,552981,Absidia spinosa,species,trigram,0.4666666666666667,0,True,
Q50746010,Absidia,552985,Absidia caerulea,species,trigram,0.4375,0,True,
Q50746010,Absidia,1013354,Pakabsidia mixtus,species,trigram,0.4117647058823529,0,True,
Q50746010,Absidia,1013353,Pakabsidia olexai,species,trigram,0.4117647058823529,0,True,
Q50746010,Absidia,1013360,Pakabsidia svihlai,species,trigram,0.38888888888888884,0,True,
Q4671795,Acalyptris psammophricta,1393789,Acalyptris psammophricta,species,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,1,True,
Q4671795,Acalyptris psammophricta,1393788,Acalyptris psammophricta,section,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,0,True,
Q4671795,Acalyptris psammophricta,768502,Aphis psammophila,species,trigram,0.625,0,True,
Q4671795,Acalyptris psammophricta,363075,Dypsis psammophila,species,trigram,0.625,0,True,
Q4671795,Acalyptris psammophricta,591257,Oxalis psammophila,species,trigram,0.625,0,True,
Q4671795,Acalyptris psammophricta,1183483,Agrotis psammophaea,species,trigram,0.5833333333333333,0,True,
Q4671795,Acalyptris psammophricta,353643,Phoronis psammophila,species,trigram,0.5416666666666667,0,True,
Q4671795,Acalyptris psammophricta,646424,Acalyptris krooni,species,trigram,0.5416666666666667,0,True,
Q4671795,Acalyptris psammophricta,646422,Acalyptris fulva,species,trigram,0.5,0,True,
Q4671795,Acalyptris psammophricta,477578,Acalyptris,genus,trigram,0.41666666666666663,0,True,
Q4671809,Acalyptris shafirkanus,1393791,Acalyptris shafirkanus,species,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,1,True,
Q4671809,Acalyptris shafirkanus,1393790,Acalyptris shafirkanus,section,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,0,True,
Q4671809,Acalyptris shafirkanus,1151423,Acalyptris scirpi,species,trigram,0.6363636363636364,0,True,
Q4671809,Acalyptris shafirkanus,1227269,Acalyptris fortis,species,trigram,0.6363636363636364,0,True,
Q4671809,Acalyptris shafirkanus,1393785,Acalyptris scirpi,section,trigram,0.6363636363636364,0,True,
Q4671809,Acalyptris shafirkanus,646422,Acalyptris fulva,species,trigram,0.5909090909090908,0,True,
Q4671809,Acalyptris shafirkanus,646424,Acalyptris krooni,species,trigram,0.5909090909090908,0,True,
Q4671809,Acalyptris shafirkanus,1323080,Acalyptris lesbia,species,trigram,0.5909090909090908,0,True,
Q4671809,Acalyptris shafirkanus,554185,Acalyptris lotella,species,trigram,0.5454545454545454,0,True,
Q4671809,Acalyptris shafirkanus,477578,Acalyptris,genus,trigram,0.4545454545454546,0,True,
Q121887868,Acanthocephala,61446,Acanthocephala,genus,exact|trigram,1.0,0,True,
Q121887868,Acanthocephala,151826,Acanthocephala,phylum,exact|trigram,1.0,1,True,
Q121887868,Acanthocephala,1683912,Acanthocephala,subgenus,exact|trigram,1.0,0,True,
Q121887868,Acanthocephala,152108,Eoacanthocephala,class,trigram,0.875,0,True,
Q121887868,Acanthocephala,152755,Gyracanthocephala,order,trigram,0.8235294117647058,0,True,
Q121887868,Acanthocephala,152107,Archiacanthocephala,class,trigram,0.736842105263158,0,True,
Q121887868,Acanthocephala,152109,Palaeacanthocephala,class,trigram,0.736842105263158,0,True,
Q121887868,Acanthocephala,1683926,Acanthocephala rufa,species,trigram,0.736842105263158,0,True,
Q121887868,Acanthocephala,516258,Acanthocephala alata,species,trigram,0.7,0,True,
Q121887868,Acanthocephala,1602263,Acanthocephala nigra,species,trigram,0.7,0,True,
Q4671891,Acanthocephala,61446,Acanthocephala,genus,exact|trigram,1.0,1,True,
Q4671891,Acanthocephala,151826,Acanthocephala,phylum,exact|trigram,1.0,0,True,
Q4671891,Acanthocephala,1683912,Acanthocephala,subgenus,exact|trigram,1.0,0,True,
Q4671891,Acanthocephala,152108,Eoacanthocephala,class,trigram,0.875,0,True,
Q4671891,Acanthocephala,152755,Gyracanthocephala,order,trigram,0.8235294117647058,0,True,
Q4671891,Acanthocephala,152107,Archiacanthocephala,class,trigram,0.736842105263158,0,True,
Q4671891,Acanthocephala,152109,Palaeacanthocephala,class,trigram,0.736842105263158,0,True,
Q4671891,Acanthocephala,1683926,Acanthocephala rufa,species,trigram,0.736842105263158,0,True,
Q4671891,Acanthocephala,516258,Acanthocephala alata,species,trigram,0.7,0,True,
Q4671891,Acanthocephala,1602263,Acanthocephala nigra,species,trigram,0.7,0,True,
Q13223600,Acanthostichus brevicornis,1453538,Acanthostichus brevicornis,species,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,1,True,
Q13223600,Acanthostichus brevicornis,1453541,Acanthostichus brevicornis,complex,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,0,True,
Q13223600,Acanthostichus brevicornis,1453547,Acanthostichus brevinodis,species,trigram,0.8846153846153846,0,True,
Q13223600,Acanthostichus brevicornis,1453552,Acanthostichus laticornis,species,trigram,0.8461538461538461,0,True,
Q13223600,Acanthostichus brevicornis,1131135,Acanthognathus brevicornis,species,trigram,0.8461538461538461,0,True,
Q13223600,Acanthostichus brevicornis,229323,Pterostichus brevicornis,species,trigram,0.7692307692307692,0,True,
Q13223600,Acanthostichus brevicornis,884896,Lasius brevicornis,species,trigram,0.6538461538461539,0,True,
Q13223600,Acanthostichus brevicornis,1453556,Acanthostichus emmae,species,trigram,0.6153846153846154,0,True,
Q13223600,Acanthostichus brevicornis,250462,Acanthostichus,genus,trigram,0.5384615384615384,0,True,
Q13223600,Acanthostichus brevicornis,327597,Lydus brevicornis,species,trigram,0.5384615384615384,0,True,
Q13223621,Acanthostichus serratulus,1453542,Acanthostichus serratulus,complex,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,0,True,
Q13223621,Acanthostichus serratulus,1453555,Acanthostichus serratulus,species,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,1,True,
Q13223621,Acanthostichus serratulus,299267,Acanthostichus texanus,species,trigram,0.76,0,True,
Q13223621,Acanthostichus serratulus,1453540,Acanthostichus texanus,complex,trigram,0.76,0,True,
Q13223621,Acanthostichus serratulus,1453556,Acanthostichus emmae,species,trigram,0.6799999999999999,0,True,
Q13223621,Acanthostichus serratulus,1453548,Acanthostichus bentoni,species,trigram,0.6799999999999999,0,True,
Q13223621,Acanthostichus serratulus,1255684,Acanthostichus davisi,species,trigram,0.64,0,True,
Q13223621,Acanthostichus serratulus,1438373,Acanthostichus kirbyi,species,trigram,0.64,0,True,
Q13223621,Acanthostichus serratulus,1453544,Acanthostichus quirozi,species,trigram,0.64,0,True,
Q13223621,Acanthostichus serratulus,250462,Acanthostichus,genus,trigram,0.56,0,True,
Q110755301,Acauloplacella,635057,Acauloplacella,genus,exact|trigram,1.0,0,True,
Q110755301,Acauloplacella,767670,Acauloplacella,subgenus,exact|trigram,1.0,1,True,
Q110755301,Acauloplacella,1089514,Acauloplacella incisa,species,trigram,0.6666666666666667,0,True,
Q110755301,Acauloplacella,1466767,Acauloplacella mecyna,species,trigram,0.6666666666666667,0,True,
Q110755301,Acauloplacella,1646435,Acauloplacella immunis,species,trigram,0.6363636363636364,0,True,
Q110755301,Acauloplacella,1440900,Acauloplacella oceanica,species,trigram,0.6086956521739131,0,True,
Q110755301,Acauloplacella,1466768,Acauloplacella hasenpuschae,species,trigram,0.5185185185185186,0,True,
Q110755301,Acauloplacella,635058,Acauloplacella serraticollis,species,trigram,0.5,0,True,
Q110755301,Acauloplacella,1437281,Acauloplacella queenslandica,species,trigram,0.5,0,True,
Q110755301,Acauloplacella,155582,Acaulon,genus,trigram,0.4285714285714286,0,True,
Q50750088,Acetropis,132328,Acetropis,genus,exact|trigram,1.0,0,True,
Q50750088,Acetropis,1634518,Acetropis,subgenus,exact|trigram,1.0,1,True,
Q50750088,Acetropis,1634519,Paracetropis,subgenus,trigram,0.75,0,True,
Q50750088,Acetropis,1491836,Acetropis stysi,species,trigram,0.6,0,True,
Q50750088,Acetropis,1449852,Acetropis sinuata,species,trigram,0.5294117647058824,0,True,
Q50750088,Acetropis,1495268,Acetropis atropis,species,trigram,0.5294117647058824,0,True,
Q50750088,Acetropis,132326,Acetropis carinata,species,trigram,0.5,0,True,
Q50750088,Acetropis,132329,Acetropis americana,species,trigram,0.4736842105263158,0,True,
Q50750088,Acetropis,459658,Placetron,genus,trigram,0.4444444444444444,0,True,
Q50750088,Acetropis,132324,Acetropis gimmerthalii,species,trigram,0.40909090909090906,0,True,
Q18617001,Achlya,416166,Achlya,genus,exact|trigram,1.0,0,True,
Q18617001,Achlya,416167,Achlya,genus,exact|trigram,1.0,1,True,
Q18617001,Achlya,1433370,Isoachlya,genus,trigram,0.6666666666666667,0,True,
Q18617001,Achlya,1433324,Apodachlya,genus,trigram,0.6,0,True,
Q18617001,Achlya,1640459,Rhodachlya,genus,trigram,0.6,0,True,
Q18617001,Achlya,1433374,Protoachlya,genus,trigram,0.5454545454545454,0,True,
Q18617001,Achlya,940931,Achlya dubia,species,trigram,0.5,0,True,
Q18617001,Achlya,550931,Rhodachlyales,order,trigram,0.46153846153846156,0,True,
Q18617001,Achlya,1280612,Eudonia achlya,species,trigram,0.4285714285714286,0,True,
Q18617001,Achlya,1640458,Rhodachlyaceae,family,trigram,0.4285714285714286,0,True,
Q21438872,Acmaeodera,127631,Acmaeodera,subgenus,exact|trigram,1.0,1,True,
Q21438872,Acmaeodera,886834,Acmaeodera,genus,exact|trigram,1.0,0,True,
Q21438872,Acmaeodera,1076703,Cavacmaeodera,subgenus,trigram,0.7692307692307692,0,True,
Q21438872,Acmaeodera,1075632,Rugacmaeodera,subgenus,trigram,0.7692307692307692,0,True,
Q21438872,Acmaeodera,1075624,Paracmaeodera,subgenus,trigram,0.7692307692307692,0,True,
Q21438872,Acmaeodera,1076702,Bellacmaeodera,subgenus,trigram,0.7142857142857143,0,True,
Q21438872,Acmaeodera,271927,Acmaeodera loei,species,trigram,0.6666666666666667,0,True,
Q21438872,Acmaeodera,346273,Acmaeodera tuta,species,trigram,0.6666666666666667,0,True,
Q21438872,Acmaeodera,477738,Acmaeodera nexa,species,trigram,0.6666666666666667,0,True,
Q21438872,Acmaeodera,1332177,Microacmaeodera,genus,trigram,0.6666666666666667,0,True,
Q21438878,Acmaeoderella,327587,Acmaeoderella,genus,exact|trigram,1.0,0,True,
Q21438878,Acmaeoderella,1147313,Acmaeoderella,subgenus,exact|trigram,1.0,1,True,
Q21438878,Acmaeoderella,1075639,Euacmaeoderella,subgenus,trigram,0.8666666666666667,0,True,
Q21438878,Acmaeoderella,1452265,Acmaeoderella jonica,species,trigram,0.65,0,True,
Q21438878,Acmaeoderella,327591,Acmaeoderella muehlei,species,trigram,0.6190476190476191,0,True,
Q21438878,Acmaeoderella,1080676,Acmaeoderella mimonti,species,trigram,0.6190476190476191,0,True,
Q21438878,Acmaeoderella,1121032,Acmaeoderella elbursi,species,trigram,0.6190476190476191,0,True,
Q21438878,Acmaeoderella,1121020,Acmaeoderella vetusta,species,trigram,0.6190476190476191,0,True,
Q21438878,Acmaeoderella,1187207,Acmaeoderella corsica,species,trigram,0.6190476190476191,0,True,
Q21438878,Acmaeoderella,1637585,Acmaeoderella elegans,species,trigram,0.6190476190476191,0,True,
Q21769877,Acmella,121286,Acmella,genus,exact|trigram,1.0,0,True,
Q21769877,Acmella,1349449,Acmella,genus,exact|trigram,1.0,1,True,
Q21769877,Acmella,605091,Lacmellea,genus,trigram,0.7777777777777778,0,True,
Q21769877,Acmella,87585,Conacmella,genus,trigram,0.7,0,True,
Q21769877,Acmella,632408,Lacmelleinae,subtribe,trigram,0.5833333333333333,0,True,
Q21769877,Acmella,709766,Acmella alba,species,trigram,0.5833333333333333,0,True,
Q21769877,Acmella,1349450,Acmella nana,species,trigram,0.5833333333333333,0,True,
Q21769877,Acmella,149822,Cavernacmella,genus,trigram,0.5384615384615384,0,True,
Q21769877,Acmella,1203359,Acmella calva,species,trigram,0.5384615384615384,0,True,
Q21769877,Acmella,1349471,Acmella tersa,species,trigram,0.5384615384615384,0,True,
Q106123971,Acmella pusilla,157976,Acmella pusilla,species,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,0,True,
Q106123971,Acmella pusilla,1349465,Acmella pusilla,species,epithet_genus_fuzzy|exact|genus_epithet_fuzzy|trigram,1.0,1,True,
Q106123971,Acmella pusilla,664245,Entella pusilla,species,trigram,0.8,0,True,
Q106123971,Acmella pusilla,748308,Entella pusilla cruciata,subspecies,trigram,0.8,0,True,
Q106123971,Acmella pusilla,1001329,Entella pusilla pusilla,subspecies,trigram,0.8,0,True,
Q106123971,Acmella pusilla,1509039,Gulella pusilla,species,trigram,0.8,0,True,
Q106123971,Acmella pusilla,1531928,Nolella pusilla,species,trigram,0.8,0,True,
Q106123971,Acmella pusilla,1618175,Cypella pusilla,species,trigram,0.8,0,True,
Q106123971,Acmella pusilla,9152,Spizella pusilla,species,trigram,0.75,0,True,
Q106123971,Acmella pusilla,512388,Spizella pusilla arenacea,subspecies,trigram,0.75,0,True,
Q2641201,Acomys,45580,Acomys,genus,exact|trigram,1.0,0,True,
Q2641201,Acomys,1431431,Acomys,subgenus,exact|trigram,1.0,1,True,
Q2641201,Acomys,44773,Neacomys,genus,trigram,0.75,0,True,
Q2641201,Acomys,45520,Malacomys,genus,trigram,0.6666666666666667,0,True,
Q2641201,Acomys,1431429,Subacomys,subgenus,trigram,0.6666666666666667,0,True,
Q2641201,Acomys,1431430,Peracomys,subgenus,trigram,0.6666666666666667,0,True,
Q2641201,Acomys,44963,Leimacomys,genus,trigram,0.6,0,True,
Q2641201,Acomys,45713,Phenacomys,genus,trigram,0.6,0,True,
Q2641201,Acomys,71865,Mastacomys,genus,trigram,0.6,0,True,
Q2641201,Acomys,45583,Acomys kempi,species,trigram,0.5,0,True,
Q50746351,Acritus,172724,Acritus,genus,exact|trigram,1.0,0,True,
Q50746351,Acritus,538991,Acritus,subgenus,exact|trigram,1.0,1,True,
Q50746351,Acritus,638898,Diacritus,genus,trigram,0.7777777777777778,0,True,
Q50746351,Acritus,251140,Halacritus,genus,trigram,0.7,0,True,
Q50746351,Acritus,1266294,Midacritus,genus,trigram,0.7,0,True,
Q50746351,Acritus,538993,Pycnacritus,subgenus,trigram,0.6363636363636364,0,True,
Q50746351,Acritus,538996,Cis acritus,species,trigram,0.6363636363636364,0,True,
Q50746351,Acritus,1011644,Iberacritus,genus,trigram,0.6363636363636364,0,True,
Q50746351,Acritus,1638461,Onomacritus,genus,trigram,0.6363636363636364,0,True,
Q50746351,Acritus,267420,Acritus komai,species,trigram,0.5384615384615384,0,True,
Q8187676,Acrobotrys,950949,Acrobotrys,genus,exact|trigram,1.0,1,True,
Q8187676,Acrobotrys,1357676,Acrobotrys,genus,exact|trigram,1.0,0,True,
Q8187676,Acrobotrys,1196424,Ribes macrobotrys,species,trigram,0.5882352941176471,0,True,
Q8187676,Acrobotrys,977659,Agatea macrobotrys,species,trigram,0.5555555555555556,0,True,
Q8187676,Acrobotrys,1417856,Mucuna macrobotrys,species,trigram,0.5555555555555556,0,True,
Q8187676,Acrobotrys,950948,Acrobotrys discolor,species,trigram,0.5263157894736843,0,True,
Q8187676,Acrobotrys,1194329,Cirsium macrobotrys,species,trigram,0.5263157894736843,0,True,
Q8187676,Acrobotrys,1357678,Acrobotrys teralans,species,trigram,0.5263157894736843,0,True,
Q8187676,Acrobotrys,139519,Canavalia macrobotrys,species,trigram,0.47619047619047616,0,True,
Q8187676,Acrobotrys,1357677,Acrobotrys chelinobotrys,species,trigram,0.41666666666666663,0,True,
Q25368354,Acrobotrys,950949,Acrobotrys,genus,exact|trigram,1.0,0,True,
Q25368354,Acrobotrys,1357676,Acrobotrys,genus,exact|trigram,1.0,1,True,
Q25368354,Acrobotrys,1196424,Ribes macrobotrys,species,trigram,0.5882352941176471,0,True,
Q25368354,Acrobotrys,977659,Agatea macrobotrys,species,trigram,0.5555555555555556,0,True,
Q25368354,Acrobotrys,1417856,Mucuna macrobotrys,species,trigram,0.5555555555555556,0,True,
Q25368354,Acrobotrys,950948,Acrobotrys discolor,species,trigram,0.5263157894736843,0,True,
Q25368354,Acrobotrys,1194329,Cirsium macrobotrys,species,trigram,0.5263157894736843,0,True,
Q25368354,Acrobotrys,1357678,Acrobotrys teralans,species,trigram,0.5263157894736843,0,True,
Q25368354,Acrobotrys,139519,Canavalia macrobotrys,species,trigram,0.47619047619047616,0,True,
Q25368354,Acrobotrys,1357677,Acrobotrys chelinobotrys,species,trigram,0.41666666666666663,0,True,
Q10400171,Acrodonta,767234,Acrodonta,genus,exact|trigram,1.0,1,True,
Q10400171,Acrodonta,1567778,Acrodonta,parvorder,exact|trigram,1.0,0,True,
Q10400171,Acrodonta,967512,Macrodonta,section,trigram,0.9,0,True,
Q10400171,Acrodonta,89679,Macrodontia,genus,trigram,0.8181818181818181,0,True,
Q10400171,Acrodonta,417288,Acrodontis,genus,trigram,0.8,0,True,
Q10400171,Acrodonta,531632,Acrodon,genus,trigram,0.7777777777777778,0,True,
Q10400171,Acrodonta,1260880,Acrodon,subgenus,trigram,0.7777777777777778,0,True,
Q10400171,Acrodonta,374443,Acrodontium,genus,trigram,0.7272727272727273,0,True,
Q10400171,Acrodonta,89678,Macrodon,genus,trigram,0.6666666666666667,0,True,
Q10400171,Acrodonta,980772,Diacrodon,genus,trigram,0.5555555555555556,0,True,
Q21441028,Acronicta,55624,Acronicta,genus,exact|trigram,1.0,0,True,
Q21441028,Acronicta,1096177,Acronicta,subgenus,exact|trigram,1.0,1,True,
Q21441028,Acronicta,244174,Anacronicta,genus,trigram,0.8181818181818181,0,True,
Q21441028,Acronicta,933628,Acronia,genus,trigram,0.7777777777777778,0,True,
Q21441028,Acronicta,536191,Lacronia,genus,trigram,0.6666666666666667,0,True,
Q21441028,Acronicta,1424050,Acroniae,subsection,trigram,0.6666666666666667,0,True,
Q21441028,Acronicta,1425968,Acroniopus,genus,trigram,0.6,0,True,
Q21441028,Acronicta,519306,Vacronini,tribe,trigram,0.5555555555555556,0,True,
Q21441028,Acronicta,522228,Macronini,tribe,trigram,0.5555555555555556,0,True,
Q21441028,Acronicta,1150090,Mimacronia,genus,trigram,0.5,0,True,
Q21445344,Acrotrichis,172729,Acrotrichis,genus,exact|trigram,1.0,0,True,
Q21445344,Acrotrichis,996882,Acrotrichis,subgenus,exact|trigram,1.0,1,True,
Q21445344,Acrotrichis,373624,Acrotrichini,tribe,trigram,0.8333333333333334,0,True,
Q21445344,Acrotrichis,1587392,Macrotrichia,genus,trigram,0.8333333333333334,0,True,
Q21445344,Acrotrichis,373363,Acrotrichinae,subfamily,trigram,0.7692307692307692,0,True,
Q21445344,Acrotrichis,457138,Acrotrichis parva,species,trigram,0.6470588235294117,0,True,
Q21445344,Acrotrichis,212469,Acrotrichis aspera,species,trigram,0.6111111111111112,0,True,
Q21445344,Acrotrichis,457143,Acrotrichis vicina,species,trigram,0.6111111111111112,0,True,
Q21445344,Acrotrichis,457144,Acrotrichis volans,species,trigram,0.6111111111111112,0,True,
Q21445344,Acrotrichis,987102,Acrotrichis pumila,species,trigram,0.6111111111111112,0,True,
Q21441202,Actebia,172760,Actebia,genus,exact|trigram,1.0,0,True,
Q21441202,Actebia,1114433,Actebia,subgenus,exact|trigram,1.0,1,True,
Q21441202,Actebia,1246128,Actebia ala,species,trigram,0.6363636363636364,0,True,
Q21441202,Actebia,875835,Actebia fugax,species,trigram,0.5384615384615384,0,True,
Q21441202,Actebia,1255277,Actebia dizyx,species,trigram,0.5384615384615384,0,True,
Q21441202,Actebia,1274933,Actebia ficta,species,trigram,0.5384615384615384,0,True,
Q21441202,Actebia,1274966,Actebia nivea,species,trigram,0.5384615384615384,0,True,
Q21441202,Actebia,1246131,Actebia flacca,species,trigram,0.5,0,True,
Q21441202,Actebia,1274942,Actebia amydra,species,trigram,0.5,0,True,
Q21441202,Actebia,1650889,Actebia iuguma,species,trigram,0.5,0,True,
Q16294898,Actinella,86234,Actinella,genus,exact|trigram,1.0,0,True,
Q16294898,Actinella,153214,Actinella,genus,exact|trigram,1.0,0,True,
Q16294898,Actinella,1409548,Actinea,section,trigram,0.7777777777777778,0,True,
Q16294898,Actinella,1210955,Actinecta,genus,trigram,0.7777777777777778,0,True,
Q16294898,Actinella,1409368,Actineria,genus,trigram,0.7777777777777778,0,True,
Q16294898,Actinella,871644,Hexactinella,genus,trigram,0.75,0,True,
Q16294898,Actinella,71788,Actinemys,genus,trigram,0.6666666666666667,0,True,
Q16294898,Actinella,459902,Actinernus,genus,trigram,0.6,0,True,
Q16294898,Actinella,459903,Actinernidae,family,trigram,0.5833333333333333,0,True,
Q16294898,Actinella,1616600,Isactinernus,genus,trigram,0.5,0,True,
Q23070154,Actinella,86234,Actinella,genus,exact|trigram,1.0,0,True,
Q23070154,Actinella,153214,Actinella,genus,exact|trigram,1.0,1,True,
Q23070154,Actinella,1409548,Actinea,section,trigram,0.7777777777777778,0,True,
Q23070154,Actinella,1210955,Actinecta,genus,trigram,0.7777777777777778,0,True,
Q23070154,Actinella,1409368,Actineria,genus,trigram,0.7777777777777778,0,True,
Q23070154,Actinella,871644,Hexactinella,genus,trigram,0.75,0,True,
Q23070154,Actinella,71788,Actinemys,genus,trigram,0.6666666666666667,0,True,
Q23070154,Actinella,459902,Actinernus,genus,trigram,0.6,0,True,
Q23070154,Actinella,459903,Actinernidae,family,trigram,0.5833333333333333,0,True,
Q23070154,Actinella,1616600,Isactinernus,genus,trigram,0.5,0,True,
Q50757168,Actinella,86234,Actinella,genus,exact|trigram,1.0,0,True,
Q50757168,Actinella,153214,Actinella,genus,exact|trigram,1.0,0,True,
Q50757168,Actinella,1409548,Actinea,section,trigram,0.7777777777777778,0,True,
Q50757168,Actinella,1210955,Actinecta,genus,trigram,0.7777777777777778,0,True,
Q50757168,Actinella,1409368,Actineria,genus,trigram,0.7777777777777778,0,True,
Q50757168,Actinella,871644,Hexactinella,genus,trigram,0.75,0,True,
Q50757168,Actinella,71788,Actinemys,genus,trigram,0.6666666666666667,0,True,
Q50757168,Actinella,459902,Actinernus,genus,trigram,0.6,0,True,
Q50757168,Actinella,459903,Actinernidae,family,trigram,0.5833333333333333,0,True,
Q50757168,Actinella,1616600,Isactinernus,genus,trigram,0.5,0,True,
Q119571967,Acuera,544587,Acuera,genus,exact|trigram,1.0,0,True,
Q119571967,Acuera,638538,Acuera,subgenus,exact|trigram,1.0,1,True,
Q119571967,Acuera,544586,Acuera luhea,species,trigram,0.5,0,True,
Q119571967,Acuera,1444708,Acuera umbra,species,trigram,0.5,0,True,
Q119571967,Acuera,1444709,Acuera menaca,species,trigram,0.46153846153846156,0,True,
Q119571967,Acuera,1444731,Acuera angera,species,trigram,0.46153846153846156,0,True,
Q119571967,Acuera,1444730,Acuera levara,species,trigram,0.46153846153846156,0,True,
Q119571967,Acuera,1444710,Acuera laudara,species,trigram,0.4285714285714286,0,True,
Q119571967,Acuera,1444727,Acuera incepta,species,trigram,0.4285714285714286,0,True,
Q119571967,Acuera,1177240,Folicana acuera,species,trigram,0.4,0,True,
Q41150341,Adamsiella,566360,Adamsiella,genus,exact|trigram,1.0,0,True,
Q41150341,Adamsiella,776263,Adamsiella,genus,exact|trigram,1.0,1,True,
Q41150341,Adamsiella,776291,Cubadamsiella,genus,trigram,0.7692307692307692,0,True,
Q41150341,Adamsiella,494241,Adamsia,genus,trigram,0.7,0,True,
Q41150341,Adamsiella,1123766,Adamsiana,genus,trigram,0.7,0,True,
Q41150341,Adamsiella,873904,Adamsiella chauvinii,species,trigram,0.5,0,True,
Q41150341,Adamsiella,1219894,Adamsiella mirabilis,species,trigram,0.5,0,True,
Q41150341,Adamsiella,566346,Adamsiella angustifolia,species,trigram,0.4347826086956522,0,True,
Q41150341,Adamsiella,1063262,Cycladamsia,genus,trigram,0.36363636363636365,0,True,
Q41150341,Adamsiella,197760,Argia adamsi,species,trigram,0.16666666666666663,0,True,
Q10400945,Adapantus,767109,Adapantus,genus,exact|trigram,1.0,1,True,
Q10400945,Adapantus,1562811,Adapantus,subgenus,exact|trigram,1.0,0,True,
Q10400945,Adapantus,1591071,Adapanetus,genus,trigram,0.9,0,True,
Q10400945,Adapantus,1562819,Neoadapantus,subgenus,trigram,0.75,0,True,
Q10400945,Adapantus,774272,Adapantus nitens,species,trigram,0.5625,0,True,
